time,total_precipitation_sum,total_precipitation_sum_sum,temperature_2m,snow_depth,volumetric_soil_water_layer_1,runoff_sum
1961-01-01,0.0123030057363212,0.40591246,-31.554723943074546,16.68643939393939,34.36848742424243,0.0949859090909091
1961-01-02,0.2340378847221533,9.497663,-26.057916336059577,16.807611515151514,34.34559939393939,0.0934498484848484
1961-01-03,0.6824612247943878,27.4823,-26.40392105102539,17.27717318181818,34.323071666666664,0.0919507575757575
1961-01-04,0.0282296597709258,0.90907764,-31.7418078994751,17.301105606060606,34.300874848484845,0.090475606060606
1961-01-05,0.0242448267154395,0.93765086,-34.2852458190918,17.32154393939394,34.27900151515151,0.0890298484848484
1961-01-06,0.0948687257866064,3.663588,-33.28478079477946,17.398413333333334,34.25745151515151,0.0876215151515151
1961-01-07,0.336387047568957,12.541723,-30.93231763203939,17.687969545454543,34.23621439393939,0.0862243939393939
1961-01-08,0.1711880687872568,7.1173196,-30.814916127522785,17.82455712121212,34.2152803030303,0.0848531818181818
1961-01-09,0.0068120423952738,0.26224303,-36.28512158711751,17.887624090909092,34.19463136363636,0.083515303030303
1961-01-10,0.0236193397889534,0.92976594,-35.35991132100423,17.918299696969697,34.174265,0.0822112121212121
1961-01-11,0.0177067807875573,0.6412745,-34.190802510579424,17.944287727272727,34.15418969696969,0.0809112121212121
1961-01-12,0.0935215577359001,3.5601466,-31.57850335439046,18.01666227272727,34.13437606060606,0.0796581818181818
1961-01-13,0.1324625100195408,5.249712,-30.554719505310054,18.12091651515152,34.11482166666667,0.0784096969696969
1961-01-14,0.031335989596943,1.1022868,-31.14583773295085,18.15249015151515,34.09552136363636,0.0771951515151515
1961-01-15,0.0379251715789238,1.1080954,-31.769817123413088,18.20472681818182,34.07647378787879,0.0760016666666666
1961-01-16,0.0682485537230968,2.673843,-32.79693369547526,18.261629090909093,34.057682575757575,0.0748296969696969
1961-01-17,0.0036330164720614,0.1151883,-33.53302445729574,18.48780121212121,34.03910939393939,0.0736827272727272
1961-01-18,0.028959996625781,1.05379,-30.130747985839843,18.50778166666667,34.020767575757574,0.07257
1961-01-19,0.0495360208613177,1.4804844,-26.770864486694336,18.531113333333334,34.00266984848485,0.071455303030303
1961-01-20,2.922189415295919,116.08547,-19.25252347310384,20.88245590909091,33.98477727272727,0.0703677272727272
1961-01-21,0.2654636330405871,10.800439,-24.49779712677002,21.098479393939392,33.967091363636364,0.0693107575757575
1961-01-22,0.0566658100734154,2.1154704,-26.06733798980713,21.147915606060607,33.9496253030303,0.0682648484848484
1961-01-23,0.0303708959867556,1.1117514,-25.936281229654945,21.17486515151516,33.932354090909094,0.0672384848484848
1961-01-24,0.0368683529086411,1.4538015,-23.46646733601888,21.204609242424244,33.91529121212122,0.0662368181818181
1961-01-25,0.0939134811858336,3.7984576,-21.94046868642171,21.238616363636364,33.89842575757576,0.0652527272727272
1961-01-26,0.0246689297879735,1.0106361,-28.390911407470703,21.258305909090907,33.88174772727272,0.0642887878787878
1961-01-27,0.001161692442062,0.03173488,-28.03689889272054,21.47549136363636,33.86524363636363,0.0633393939393939
1961-01-28,0.1951513788104057,7.8759594,-21.28545328776041,21.558672727272725,33.84893787878788,0.062405606060606
1961-01-29,0.0418494505186875,1.5705724,-24.05335587819417,21.577571666666667,33.83281787878787,0.0614995454545454
1961-01-30,0.0517475400244196,2.0166578,-24.67258144378662,21.592476363636365,33.81686378787879,0.0606090909090909
1961-01-31,0.070995439911882,2.7100194,-18.638062998453773,21.630189848484846,33.801085151515146,0.0597190909090909
1961-02-01,0.1130816642691691,4.5716853,-15.320878384908038,21.69326575757576,33.785452121212124,0.0588578787878787
1961-02-02,0.1133758005003134,4.5735154,-17.101474081675214,21.757771363636365,33.770007121212124,0.0580246969696969
1961-02-03,0.8417647941907248,34.502804,-15.913393783569337,22.359227424242423,33.7547053030303,0.057200606060606
1961-02-04,0.18519455909729,7.4170175,-20.62221482594808,22.469936060606063,33.73957924242424,0.0563737878787878
1961-02-05,0.0628323190907637,2.5037212,-22.592026456197104,22.52667590909091,33.72459060606061,0.0555842424242424
1961-02-06,0.0286655355617403,0.93867385,-23.32076412200928,22.58094363636364,33.709757424242426,0.0547990909090909
1961-02-07,0.0222534667886793,0.87497073,-22.112971420288087,22.59226287878788,33.69507499999999,0.0540246969696969
1961-02-08,0.0582885688046614,2.100531,-21.31093799591064,22.639075151515154,33.68053984848485,0.0532666666666666
1961-02-09,0.105169125298659,4.3858795,-21.69507678985596,22.645538787878788,33.666136969696964,0.0525322727272727
1961-02-10,0.0987758093078931,3.7631853,-25.42794905344645,22.711633484848488,33.65188484848485,0.0518136363636363
1961-02-11,0.0340439422428607,1.2347043,-27.82047604878744,22.748171666666668,33.63775348484848,0.0510913636363636
1961-02-12,0.0443669572720925,1.6308324,-28.658607991536456,22.77800181818182,33.62378954545455,0.0503936363636363
1961-02-13,0.0435197473689913,1.068414,-24.40523591359456,22.90106393939394,33.609921818181824,0.0497077272727272
1961-02-14,0.0127891629810134,0.42276555,-25.118501930236818,22.883659696969698,33.596194545454544,0.0490375757575757
1961-02-15,0.0304391464466849,1.1470969,-27.541757532755536,22.89122909090909,33.58260287878788,0.0483801515151515
1961-02-16,0.0610121303548415,2.3784869,-24.71360986073812,22.91125742424242,33.5691287878788,0.0477199999999999
1961-02-17,0.0298597145328919,1.2066536,-23.40299555460612,22.91338712121212,33.55578439393939,0.0470866666666666
1961-02-18,0.0158083356916904,0.64701444,-23.926633822123208,22.9119993939394,33.54255560606061,0.0464636363636363
