time,total_precipitation_sum,total_precipitation_sum_sum,temperature_2m,snow_depth,volumetric_soil_water_layer_1,runoff_sum
1961-01-01,0.0211504698793093,0.5422448,2.008628254731496,3.6618216666666656,31.55612166666668,1.195915
1961-01-02,0.2490797944863637,5.7908034,2.3808334414164225,3.36637,31.710574999999995,1.169725
1961-01-03,0.8816513649622599,15.070422,1.954246593316396,3.340238333333334,31.755935000000004,1.1218116666666669
1961-01-04,0.0502496401468912,1.0669435,1.1226173146565757,3.335796666666666,31.630398333333336,1.067635
1961-01-05,2.5981719970703123,43.861126,0.3956749216715495,3.65752,32.14746,1.2366633333333332
1961-01-06,0.858215053876241,19.637058,-1.0263531907399497,4.004776666666666,32.12783,1.0991050000000002
1961-01-07,0.1551991873979568,3.1864934,-1.371351976394653,4.075008333333334,31.971015000000005,1.04116
1961-01-08,0.0494315338134765,1.2937605,0.5102526640892029,3.985184999999999,31.858766666666668,1.0583183333333337
1961-01-09,0.1899919823805491,4.1930966,1.6018027750651045,3.926546666666667,31.74981833333333,1.046873333333333
1961-01-10,0.2726387876272201,6.1600266,-0.5350849850972492,3.983940000000001,31.60541333333334,1.01526
1961-01-11,0.2638917418320973,5.899354,-2.21433357556661,4.0574216666666665,31.482256666666665,1.0036316666666667
1961-01-12,0.5902969940503439,12.708902,-2.7938999239603675,4.250801666666666,31.415559999999992,1.0077349999999998
1961-01-13,0.0348474605878194,0.8362096,-1.569567435582479,4.229223333333333,31.355221666666672,1.015265
1961-01-14,0.0155185902118682,0.4130851,-0.4959894402821858,4.166285,31.214065,0.9908783333333334
1961-01-15,0.0160162870089213,0.33189642,-0.8223253377278648,4.136951666666667,31.079746666666665,0.9731066666666666
1961-01-16,0.0162263303995132,0.31741768,-0.8484689839680991,4.040641666666668,30.98835833333333,0.98769
1961-01-17,0.0181212921937306,0.47057706,1.3864004961649576,3.790035,30.95631333333333,1.0267466666666667
1961-01-18,0.0160268892844518,0.43141013,0.7524091418584188,3.754808333333334,30.819765,0.961415
1961-01-19,0.0196316614747047,0.49130845,2.6147342046101887,3.6863616666666665,30.714936666666667,0.97034
1961-01-20,0.1136937266588211,3.1396098,2.9001091957092284,3.621841666666667,30.61431166666668,0.965375
1961-01-21,1.5518154366811117,22.678959,2.9905095672607422,3.60155,30.81049833333333,1.0427883333333334
1961-01-22,0.781502963701884,15.889801,2.317232038180033,3.6771183333333335,30.877573333333327,0.99066
1961-01-23,0.0821302044391632,2.1614163,3.198428322474162,3.660068333333333,30.78168,0.96021
1961-01-24,0.0127763632933298,0.37379852,3.977052539189657,3.600726666666666,30.614916666666662,0.9356166666666668
1961-01-25,0.0321795207262039,0.82183516,3.411537459691365,3.52127,30.45619166666668,0.9375883333333336
1961-01-26,0.0105664033691088,0.266503,5.272692222595215,3.3693666666666666,30.329521666666665,0.9572733333333334
1961-01-27,0.0401839441061019,0.7799176,4.816084473927816,3.264558333333333,30.21616333333333,0.9262666666666666
1961-01-28,0.010440460840861,0.17199159,4.640788008371989,3.175396666666667,30.08127833333333,0.9123483333333332
1961-01-29,0.018282082080841,0.38265204,5.737894738515218,3.067861666666667,29.918081666666662,0.9175916666666666
1961-01-30,0.0419167955716451,0.86955124,3.281956599553426,3.056896666666667,29.757150000000003,0.8760833333333334
1961-01-31,0.136305239200592,3.0512452,0.3982188844680785,3.0648416666666667,29.673315,0.8716516666666667
1961-02-01,0.0240887655814488,0.62732315,0.3753036657969155,3.06144,29.53852833333333,0.8657333333333334
1961-02-02,0.2514918231964111,5.7878933,1.715415541330973,3.0813583333333336,29.43191333333333,0.8662933333333334
1961-02-03,0.108778832356135,2.79108,0.9360243479410808,3.103768333333334,29.366126666666663,0.8553483333333333
1961-02-04,0.0843720410267512,2.2371721,1.2998345788319905,3.1182600000000003,29.28722,0.8482016666666666
1961-02-05,0.0246509623527526,0.6244187,1.599584170977275,3.1177066666666664,29.191143333333333,0.8399516666666667
1961-02-06,0.0,0.0,2.863602835337321,3.0788583333333333,29.043865,0.8449533333333333
1961-02-07,0.0228833242257436,0.5925161,3.817477550506592,3.052185,28.892998333333328,0.8344383333333333
1961-02-08,0.0932273785273233,2.4299033,3.721161867777506,3.057776666666667,28.778948333333336,0.8231149999999999
